161644,15.802,39.7217,71.6614
161653,15.8569,39.6362,71.6797
161663,15.8508,39.6668,71.6858
161673,15.9119,39.6668,71.6553
161682,15.8691,39.6423,71.6858
161692,15.8386,39.7034,71.7163
161701,15.8325,39.679,71.5576
161711,15.8691,39.7095,71.6614
161721,15.8752,39.7217,71.7102
161730,15.8691,39.7095,71.7285
161740,15.8386,39.7766,71.6553
161750,15.8813,39.7156,71.7529
161759,15.8691,39.7095,71.6614
161769,15.8081,39.6973,71.6797
161779,15.8142,39.7034,71.6858
161788,15.8203,39.6912,71.6675
161798,15.8447,39.6912,71.6065
161808,15.8325,39.7217,71.6614
161817,15.8508,39.7156,71.6858
161827,15.8325,39.6668,71.7163
161836,15.9119,39.6729,71.6309
161846,15.8569,39.6668,71.6858
161856,15.8386,39.7034,71.6736
161865,15.8203,39.6545,71.7346
161875,15.8813,39.624,71.582
161885,15.8203,39.679,71.6858
161894,15.8569,39.7278,71.6553
161904,15.8081,39.7095,71.582
161914,15.9302,39.7095,71.6614
161923,15.8264,39.7644,71.7468
161933,15.8447,39.6668,71.6553
161942,15.863,39.6606,71.6919
161952,15.7837,39.6545,71.6858
161962,15.8447,39.7095,71.6492
161971,15.8508,39.7461,71.6309
161981,15.8142,39.6423,71.6858
161991,15.863,39.6729,71.6003
162000,15.863,39.6606,71.6309
162010,15.8142,39.7339,71.6492
162020,15.7837,39.6973,71.7102
162029,15.863,39.6301,71.7346
162039,15.8325,39.7034,71.5454
162049,15.7959,39.6301,71.6553
162058,15.7837,39.6118,71.6492
162068,15.8813,39.6606,71.7102
162077,15.8081,39.7034,71.6858
162087,15.8508,39.7034,71.6553
162097,15.8569,39.6423,71.637
162106,15.8203,39.6851,71.6614
162116,15.8386,39.6851,71.6919
162126,15.8569,39.6912,71.814
162135,15.8691,39.6057,71.6553
162145,15.8325,39.6851,71.6614
162155,15.8386,39.6912,71.6065
162164,15.8142,39.7278,71.7346
162174,15.8569,39.6729,71.7285
162184,15.8264,39.6912,71.6736
162193,15.8386,39.7705,71.6797
162203,15.8752,39.6179,71.7041
162212,15.8691,39.6729,71.6919
162222,15.8813,39.6423,71.7651
162232,15.863,39.6668,71.7041
162241,15.8325,39.7522,71.5942
162251,15.802,39.7156,71.7041
162261,15.7776,39.6179,71.637
162270,15.8081,39.6484,71.7407
162280,15.8447,39.6729,71.7407
162290,15.8447,39.5996,71.5515
162299,15.8264,39.6973,71.6614
162309,15.8386,39.7034,71.637
162319,15.8264,39.7095,71.6797
162328,15.802,39.7156,71.6858
162338,15.8325,39.7217,71.6919
162347,15.8508,39.7095,71.7102
162357,15.8508,39.6423,71.7041
162367,15.8935,39.6729,71.6797
162376,15.8569,39.7156,71.7041
162386,15.8447,39.7461,71.6919
162396,15.8203,39.6484,71.6797
162405,15.7959,39.6545,71.7041
162415,15.8508,39.6912,71.6858
162425,15.8386,39.6729,71.6492
162434,15.8386,39.6973,71.6003
162444,15.8569,39.7339,71.7896
162454,15.8935,39.7156,71.6858
162463,15.8569,39.6606,71.6492
162473,15.8325,39.74,71.5942
162483,15.7837,39.7095,71.6919
162492,15.8081,39.6301,71.7163
162502,15.8508,39.6668,71.6858
162511,15.8325,39.6362,71.6492
162521,15.8447,39.7095,71.7102
162531,15.863,39.6912,71.6248
162540,15.8569,39.7461,71.7407
162550,15.8569,39.6545,71.6065
162560,15.863,39.6606,71.7712
162569,15.8752,39.6729,71.6797
162579,15.8325,39.6973,71.7102
162589,15.8081,39.7034,71.7834
162598,15.8813,39.6973,71.6492
162608,15.8508,39.6912,71.6858
162618,15.8203,39.7095,71.6797
162627,15.7959,39.6912,71.6553
162637,15.8386,39.6729,71.6797
162646,15.8508,39.6118,71.6492
162656,15.8813,39.6545,71.5942
162666,15.8325,39.6545,71.5759
162675,15.8081,39.7034,71.637
162685,15.8142,39.6973,71.7285
162695,15.8142,39.6729,71.7102
162704,15.8691,39.6301,71.7346
162714,15.8752,39.6606,71.582
162724,15.8264,39.7156,71.7346
162733,15.8325,39.6484,71.6125
162743,15.8569,39.7217,71.7285
162753,15.8569,39.6851,71.6919
162762,15.8447,39.7522,71.637
162772,15.863,39.7217,71.6919
162781,15.8386,39.624,71.6797
162791,15.8203,39.74,71.6065
162801,15.8508,39.7339,71.6797
162810,15.8081,39.7339,71.7102
162820,15.8325,39.7217,71.7102
162830,15.8508,39.6423,71.6736
162839,15.8752,39.624,71.6797
162849,15.8508,39.6484,71.6492
162859,15.8264,39.7217,71.6797
162868,15.8569,39.5935,71.814
162878,15.8691,39.6973,71.7407
162888,15.8508,39.6668,71.7163
162897,15.863,39.6484,71.5515
162907,15.8569,39.679,71.7346
162916,15.8386,39.7095,71.6797
162926,15.8264,39.6179,71.6858
162936,15.7898,39.7583,71.6125
162945,15.8142,39.5935,71.6248
162955,15.8264,39.7034,71.7163
162965,15.8935,39.6668,71.7041
162974,15.802,39.7339,71.7407
162984,15.8264,39.6606,71.6919
162994,15.8752,39.7583,71.6797
163003,15.8752,39.7217,71.6614
163013,15.863,39.5874,71.7285
163022,15.8447,39.7095,71.6492
163032,15.8081,39.6545,71.6553
163042,15.802,39.7217,71.6797
163051,15.8264,39.6545,71.5759
163061,15.8569,39.679,71.7651
163071,15.8142,39.7278,71.6553
163080,15.7959,39.7095,71.7712
163090,15.7898,39.6484,71.6003
163100,15.863,39.6668,71.7041
163109,15.8447,39.679,71.7346
163119,15.8203,39.6729,71.6614
163129,15.8142,39.6668,71.6248
163138,15.8752,39.7034,71.6065
163148,15.8447,39.6545,71.6065
163157,15.8691,39.679,71.6858
163167,15.8508,39.7583,71.6492
163177,15.8569,39.679,71.6553
163186,15.8264,39.6545,71.7163
163196,15.863,39.6606,71.7102
163206,15.8386,39.7339,71.6125
163215,15.802,39.7827,71.5515
163225,15.863,39.7278,71.7041
163235,15.802,39.679,71.7041
163244,15.8569,39.6729,71.6003
163254,15.8325,39.6851,71.6003
163264,15.8569,39.7461,71.7102
163273,15.8813,39.6423,71.637
163283,15.8569,39.6668,71.5759
163292,15.8081,39.679,71.7041
163302,15.8386,39.6484,71.6797
163312,15.8508,39.6179,71.7346
163321,15.8325,39.6851,71.6125
163331,15.863,39.679,71.637
163341,15.8264,39.6606,71.6309
163350,15.8752,39.7095,71.6797
163360,15.8386,39.7278,71.7468
163370,15.8203,39.6912,71.7468
163379,15.863,39.6912,71.7041
163389,15.8325,39.6057,71.637
163399,15.8691,39.6545,71.6858
163408,15.7898,39.6423,71.6248
163418,15.863,39.679,71.7041
163427,15.8081,39.679,71.6553
163437,15.8447,39.74,71.7163
163447,15.8264,39.7217,71.6003
163456,15.802,39.624,71.6797
163466,15.8386,39.6912,71.6858
163476,15.8264,39.6545,71.7041
163485,15.863,39.679,71.6736
163495,15.8997,39.7278,71.7041
163505,15.8569,39.7278,71.6858
163514,15.8325,39.7278,71.6675
163524,15.7898,39.6301,71.7468
163534,15.863,39.6729,71.6797
163543,15.8508,39.6301,71.7163
163553,15.8508,39.6668,71.7346
163562,15.8691,39.679,71.5942
163572,15.8264,39.6729,71.7102
163582,15.8569,39.6973,71.6614
163591,15.8386,39.6973,71.6614
163601,15.7654,39.6973,71.6309
163611,15.8203,39.6912,71.7163
163620,15.8203,39.6545,71.637
163630,15.8447,39.6668,71.6553
163640,15.8386,39.6606,71.6797
163649,15.8203,39.7095,71.6797
163659,15.8386,39.7156,71.7468
163669,15.8142,39.6973,71.6919
163678,15.802,39.6484,71.6614
163688,15.8142,39.7095,71.7102
163697,15.8508,39.7583,71.6125
163707,15.8508,39.6912,71.7041
163717,15.8081,39.679,71.6858
163726,15.8142,39.6973,71.7285
163736,15.8813,39.7339,71.6614
163746,15.7959,39.7095,71.7896
163755,15.8081,39.5935,71.6065
163765,15.8264,39.679,71.6553
163775,15.8691,39.7522,71.7529
163784,15.8875,39.6545,71.6858
163794,15.863,39.7156,71.637
163804,15.8264,39.6179,71.7041
163813,15.8264,39.7156,71.7468
163823,15.8142,39.6423,71.7468
163832,15.8508,39.7278,71.6858
163842,15.8203,39.6484,71.7102
163852,15.8447,39.7461,71.6125
163861,15.8508,39.6668,71.7163
163871,15.802,39.7156,71.637
163881,15.8569,39.7278,71.7956
163890,15.7959,39.5996,71.7102
163900,15.8264,39.679,71.6858
163910,15.7837,39.6973,71.6919
163919,15.7959,39.7339,71.6309
163929,15.8386,39.6057,71.7346
163939,15.8081,39.6057,71.637
163948,15.7898,39.6057,71.6858
163958,15.8935,39.7583,71.6187
163967,15.8264,39.6423,71.6736
163977,15.863,39.6729,71.6309
163987,15.8325,39.679,71.6248
163996,15.863,39.6301,71.6858
164006,15.8203,39.7156,71.7041
164016,15.863,39.7095,71.5698
164025,15.8203,39.6912,71.7346
164035,15.8203,39.6606,71.6492
164045,15.8386,39.624,71.7102
164054,15.8447,39.7339,71.6614
164064,15.8447,39.6179,71.7163
164074,15.7715,39.6668,71.6858
164083,15.863,39.6606,71.6187
164093,15.8142,39.679,71.7163
164102,15.9058,39.6973,71.7102
164112,15.802,39.6729,71.7407
164122,15.8691,39.6118,71.7102
164131,15.8447,39.7034,71.6248
164141,15.8386,39.679,71.7346
164151,15.8325,39.6973,71.6309
164160,15.8081,39.6851,71.6125
164170,15.802,39.7217,71.6309
164180,15.8508,39.7034,71.7041
164189,15.8813,39.7034,71.7529
164199,15.8508,39.6545,71.7163
164209,15.8142,39.7034,71.7041
164218,15.8447,39.6301,71.6553
164228,15.863,39.7522,71.7163
164237,15.8142,39.7217,71.6797
164247,15.8264,39.6362,71.6614
164257,15.8325,39.6606,71.6492
164266,15.7776,39.6423,71.6553
164276,15.8203,39.7034,71.5759
164286,15.863,39.7034,71.7346
164295,15.8325,39.6668,71.814
164305,15.8142,39.6423,71.5271
164315,15.8691,39.679,71.8323
164324,15.8508,39.7339,71.6797
164334,15.7959,39.6729,71.6919
164344,15.8325,39.6301,71.6736
164353,15.8142,39.6851,71.5332
